"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","ttmDividendRate","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","dividendYield","nextEarningsDate","exDividendDate","peRatio","beta","nextDividendDate"
"419","SHLO",-0.657214,12.28,3.97,97781010,4200,5.51,4.6,15455347.33,50539.8,35883.23,-0.6314,NA,"Shiloh Industries, Inc.",23791000,2.843137,-0.688394,-0.535178,-0.657214,-0.331707,-0.329527,-0.181275,-0.048611,-0.14375,0.009828,NA,"2019-12-19",NA,-6.51,1.00352309643713,NA
"420","TYHT",-0.372738,1.66,0.4326,14271986,425,0.7427,0.6481,NA,35083.5,87263.1,-0.0759,NA,"Shineco, Inc.",22871772,-0.96018,-0.96018,-0.723558,-0.372738,0.031405,-0.054689,0.003215,0.040173,-0.140377,0.04,NA,NA,NA,-8.22,0.631291022368265,NA
"421","SWAV",0.077049,68.39,24.58,920686950,162,44.92,43.56,18292774.468,1103277.8,544960.5,NA,NA,"Shockwave Medical, Inc.",28027000,0.521311,0.521311,0.521311,0.077049,0.077049,-0.1,-0.4258,-0.199756,-0.288499,-0.048102,NA,"2019-11-05",NA,NA,-0.330724032185633,NA
"422","SCVL",-0.182046,43.75,21.47,478600640,5200,31.93,26.78,9104108.048,312267.8,350940.87,2.6447,0.325,"Shoe Carnival, Inc.",14672000,2.435167,0.593166,0.478647,-0.182046,-0.073032,-0.025396,0.197943,0.324939,0.480708,0.002151,0.00996321275291233,"2019-11-12","2019-07-05",12.33,1.15255562522757,NA
"423","SHBI",-0.092562,18.51,12.95,210470130,292,15.45,15.78,11867371.698,15991.8,14410.83,1.9225,0.37,"Shore Bancshares, Inc.",12779000,-0.315999,0.714286,-0.03565,-0.092562,0.098732,0.055769,0.055093,0.067401,0.073664,0.016039,0.0224650880388585,"2019-10-17","2019-08-16",8.57,0.696280244305639,NA
"424","SSTI",-0.544387,64.9,25.33,311600550,96,40.61,33.02,8011634.62,157007.9,212316.47,-0.1046,NA,"ShotSpotter, Inc.",11477000,3.038943,3.038943,3.038943,-0.544387,-0.069887,-0.314394,-0.331445,-0.048704,-0.24162,-0.030703,NA,"2019-11-05",NA,-259.56,1.58741383704128,NA
"425","SFLY",-0.299339,73.51,35.07,1751100360,7094,46.23,50.74,33715062.388,398220.4,480448.23,0.2497,NA,"Shutterfly, Inc.",34396000,1.947267,0.23398,-0.124044,-0.299339,0.232091,0.245048,0.007321,0.001574,0.00256,-0.000393,NA,"2019-10-29",NA,203.88,0.839739094116984,NA
"426","SIBN",-0.041376,23.03,14.08,476923230,183,18.61,19.1,15699975.438,115621.2,145826.7,-1.19,NA,"SI-BONE, Inc.",24801000,-0.149551,-0.149551,-0.149551,-0.041376,-0.077698,0.019078,0.093857,-0.031234,0.121283,0,NA,"2019-11-28",NA,-16.16,-0.187028644906167,NA
"427","SIEB",-0.437046,17.82,8.17,252560100,76,11.01,10.49,6559827.664,7491.7,5985.9,0.3855,NA,"Siebert Financial Corp.",27157000,3.277504,2.25625,1.29011,-0.437046,-0.340426,-0.29385,0.075145,-0.075547,-0.134884,-0.060606,NA,NA,"2016-10-11",24.12,1.18490893366007,NA
"428","SNNA",-0.957734,16.66,0.5163,20810356,58,2.0403,0.7698,21505137.332,102946.9,310210.43,-2.6877,NA,"Sienna Biopharmaceuticals, Inc.",30908000,-0.899221,-0.899221,-0.899221,-0.957734,-0.729598,-0.752463,-0.333366,-0.024203,-0.147722,-0.009853,NA,"2019-11-07",NA,-0.25,1.35844439604237,NA
"429","SIEN",-0.706234,24.86,4.78,339128960,259,9.02,6.3,42861464.264,917270.8,1069497.27,-3.5906,NA,"Sientra, Inc.",49292000,-0.478806,-0.478806,0.065934,-0.706234,-0.495601,-0.253796,0.025335,-0.002899,0.34375,-0.028249,NA,"2019-11-18",NA,-1.92,1.51483839473651,NA
"430","BSRR",-0.116447,31.02,22.67,411978680,556,25.72,25.44,14012152.604,30824.3,27200.87,2.1369,0.68,"Sierra Bancorp",15338000,0.969405,0.79713,0.062476,-0.116447,0.102175,0.03867,0.06166,0.059984,0.08613,0.041085,0.0253164556962025,"2019-10-28","2019-07-31",12.57,0.815744637109947,NA
"431","SRRA",-0.751421,2.01,0.4,33975571,79,1.1568,0.4839,57760711.68,227662.3,309947.9,-0.7756,NA,"Sierra Oncology, Inc.",74688000,-0.952273,-0.952273,0.105263,-0.751421,-0.647364,-0.754108,-0.331029,0.040009,-0.064762,0.109242,NA,"2019-11-07",NA,-0.59,1.18855135011479,NA
"432","SWIR",-0.467599,21.95,10.04,413004300,1400,12.86,11.41,35466364.53,160676.1,193292.43,-1.225,NA,"Sierra Wireless, Inc.",36165000,2.590786,-0.298199,-0.533451,-0.467599,-0.173661,-0.097233,-0.012111,0.011515,-0.0189,0.009726,NA,"2019-11-07",NA,-9.32,1.12328302551135,NA
"433","SIFY",-0.193939,1.7,1.15,NA,NA,1.45,1.34,NA,18253.1,27333.1,0.089,0.014039,"Sify Technologies Ltd.",NA,-0.634021,-0.232432,0.632184,-0.189394,-0.096284,-0.184451,-0.03777,0.05315,0.023728,-0.009259,0.0105556390977444,"2019-10-22","2015-05-14",14.94,0.903419202786225,NA
"434","SIGA",-0.146018,8.09,4.68,469262130,41,5.97,5.37,78054987.901,135371,120116.3,5.4803,NA,"SIGA Technologies, Inc.",81047000,1.721951,1.721951,0.55,-0.146018,-0.237154,-0.042975,0.043243,0.139764,0.124272,0.037634,NA,NA,NA,1.06,1.16389054080995,NA
"435","SGLB",-0.20297,2.58,0.59,11119465,16,1.434,0.9232,10985326.957,79697.2,171416.8,-0.661,NA,"Sigma Labs, Inc.",13813000,8.952607,-0.950737,-0.447368,-0.20297,-0.469557,-0.444828,-0.463333,0.006376,0.183824,0.087691,NA,"2019-11-12",NA,-1.22,0.864614501698505,NA
"436","SGLBW",0.875,0.97,0.11,5525200,NA,0.4184,0.4814,NA,6200.5,8262.77,NA,NA,"Sigma Labs, Inc.",0,0.0714285714285715,0.0714285714285715,-0.418604651162791,0.875,0.923076923076923,1.14285714285714,0.666666666666667,-0.0963855421686747,1.20588235294118,-0.0131578947368421,NA,NA,NA,NA,-0.469110807741664,NA
"437","SGMA",-0.328947,6.31,2.18,17311440,3106,3.04,3.87,3454272.973,23950.5,28652.6,0.0099,NA,"SigmaTron International, Inc.",4243000,-0.549828,-0.691402,-0.535461,-0.328947,0.511111,0.411765,0.665306,-0.083167,-0.030879,0.089453,NA,NA,NA,412.12,0.916119900214703,NA
"438","SBNY",0.02222,137.93,98.53,6716753360,1393,122.68,120.97,55085090.992,459982,390684.17,11.15,2.24,"Signature Bank (New York, New York)",55096000,5.858243,0.1406,-0.027104,0.02222,0.166603,-0.107279,0.068261,0.013636,0.019997,0.005195,0.0183742104831433,"2019-10-18","2019-07-31",10.93,0.687812416906035,NA
"439","SLGN",0.049716,31.69,22.24,3286362560,13100,28.67,30.13,77646986.04,289894,365842.1,1.8117,0.42,"Silgan Holdings, Inc.",111176000,9.784314,0.21608,-0.019767,0.049716,0.283543,0.015808,0.011636,-0.02281,0.006812,-0.012362,0.0142083897158322,"2019-10-21","2019-08-30",16.32,0.812108357403357,NA
"440","SILC",-0.122634,45.5,28.58,250116000,270,33.8,30.91,6083009.6,19428.3,34766.07,2.5855,NA,"Silicom Ltd.",7600000,93.882353,-0.290209,-0.411206,-0.122634,-0.081496,-0.126592,0.111449,0.059903,0.034906,0.027154,NA,"2019-10-24","2017-03-23",12.73,0.518193728056973,NA
"441","SLAB",0.213118,115.29,73.13,4890070080,1505,93.77,107.72,42333174.576,230336.2,244689.2,0.7469,NA,"Silicon Laboratories, Inc.",43344000,3.063854,1.375254,0.479014,0.213118,0.423776,0.381075,0.184089,0.035141,0.115042,0.03079,NA,"2019-10-28",NA,151.05,1.39830259147872,NA
"442","SIMO",-0.361304,55.5,30.86,NA,1307,38.26,36.09,36503271.010932,183826.4,296757.33,2.2086,NA,"Silicon Motion Technology Corp.",NA,2.809524,1.597403,-0.206349,-0.361304,-0.019269,-0.190408,-0.148352,0.015485,0.029279,0.006197,NA,"2019-10-30","2019-08-07",15.44,1.2325956336494,NA
"443","SILK",-0.035102,51.5,30.87,1092756311,176,41.75,40.53,16267106.6301,345449.4,343887,-2.0089,NA,"Silk Road Medical, Inc.",31302100,0.090381,0.090381,0.090381,-0.035102,-0.035102,-0.035102,-0.275275,-0.143103,-0.112834,-0.052646,NA,"2019-10-29",NA,-17.38,0.0364540966963466,NA
"444","SSPKU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silver Spike Acquisition Corp.",31250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","SAMG",-0.15082,16.04,12,174266065,123,13.89,13.51,7382350.976,18349.5,18390.17,1.023,0.58,"Silvercrest Asset Management Group, Inc.",8624000,-0.085174,-0.132775,0.090226,-0.15082,-0.012957,-0.151376,-0.039318,-0.04428,-0.075,-0.002311,0.0447876447876448,"2019-11-11","2019-09-12",12.66,0.764602268439148,NA
"446","SSNT",-0.133333,8.25,2,15798510,178,2.82,2.93,1810473.238,60420.1,248471.53,0.0622,NA,"SilverSun Technologies, Inc.",4501000,-0.999761,-0.333333,-0.35,-0.131407,0.516293,0.116762,0.559654,0.529478,0.2792,-0.028232,NA,"2019-11-12",NA,56.43,0.493825648723214,NA
"447","SFNC",-0.180511,32.1,22.08,2477995200,2654,24.89,24.39,94883160.768,375164.7,399352.5,2.2975,0.62,"Simmons First National Corp.",96608000,1.829027,0.367889,-0.056645,-0.180511,0.048651,-0.015733,0.111834,0.016647,0.053821,0.037202,0.0241715399610136,"2019-10-24","2019-09-13",11.16,0.970327474238264,NA
"448","SLP",0.766247,41.95,17.18,614636860,95,25.32,35.64,12180889.42,144101,144469.7,0.45,0.24,"Simulations Plus, Inc.",17531000,36.812245,2.847176,0.860241,0.766247,0.761809,0.704424,0.295639,-0.061312,-0.014338,0.049072,0.00684540787221905,"2019-11-11","2019-07-24",77.91,1.05339466859752,NA
"449","SINA",-0.304891,72.38,32.99,3133358145,9207,52.34,40.37,59049786.1239,820879.5,1090972.8,2.1059,NA,"SINA Corp.",69552900,6.11639,0.264135,-0.249781,-0.304891,-0.177169,-0.226078,0.107152,0.036824,0.309212,-0.014223,NA,"2019-11-25",NA,21.39,1.49953269322569,NA
"450","SBGI",0.583897,66.57,25.14,4094351722,9000,42.66,48.82,63967438.983,904356.8,996564.77,3.4367,0.78,"Sinclair Broadcast Group, Inc.",67063000,6.59799,1.150018,0.674187,0.583615,0.644839,0.154805,-0.168661,-0.009358,-0.091169,-0.002692,0.0175438596491228,"2019-10-30","2019-08-29",12.94,0.998563710638323,NA
"451","SINO",-0.349364,1.6,0.64,11162057,23,0.8066,0.6997,10186964.088,10133.2,14147.2,-0.3404,NA,"Sino-Global Shipping America Ltd.",15596000,-0.936338,-0.618026,-0.736686,-0.349364,-0.158,-0.221896,0.015177,0.022429,0.068209,0.036796,NA,"2019-09-23",NA,-2.1,0.782966681761499,NA
"452","SVA",-0.14418,7.92,5.73,460249273,735,6.55,6.47,38743883.3914,NA,NA,0.3498,NA,"Sinovac Biotech Ltd.",71135900,7.294872,0.109777,0.213884,-0.14418,-0.073066,0,0,0,0,0,NA,NA,NA,18.5,0.2942304584263,NA
"453","SINT",-0.720468,12.3,1.25,5649936,19,5.05,2.13,2363874.16449,2779351.4,2039669.07,-30.8679,NA,"SINTX Technologies, Inc.",2363990,-0.999784,-0.999814,-0.953445,-0.720468,-0.580922,-0.652262,-0.280987,0.49375,0.26455,0.659722,NA,"2019-11-07",NA,-0.08,0.970165496369703,NA
"454","SG",-0.37931,17.95,7.06,1037673000,1055,12.82,10.39,3492000.23899999,7194.8,12123.27,-0.7534,NA,"Sirius International Insurance Group Ltd.",115297000,-0.02069,-0.02069,-0.02069,-0.37931,-0.323308,-0.318182,-0.292453,-0.1,-0.189189,0.005587,NA,"2019-11-27",NA,-11.95,0.180900749844283,NA
"455","SIRI",-0.097734,7.15,5.23,28345353400,2699,5.93,6.14,1275959186.08,18718803,18088545.57,0.2301,0.0473,"Sirius XM Holdings, Inc.",4449820000,7.111111,0.853968,0.191837,-0.097734,0.079661,0.051155,0.131439,0.030744,0.052893,0.001572,0.007425431711146,"2019-10-25","2019-08-08",27.68,0.965068057715855,NA
"456","SITO",-0.538793,2.46,0.55,27436940,65,1.26,0.74,22824662.176,68313.7,54492.8,-0.5699,NA,"SITO Mobile Ltd.",25642000,-0.949429,-0.578571,-0.532365,-0.538793,-0.018349,-0.392045,0.31741,0.380645,0.621212,0.258824,NA,"2019-11-11",NA,-1.88,0.808438992265726,NA
"457","SKYS",-0.416882,1.58,0.45,NA,144,0.6197,0.5241,39699484.0006215,35011.5,36068.27,-0.4183,NA,"Sky Solar Holdings Ltd.",NA,-0.927836,-0.927836,-0.664822,-0.416882,-0.080847,-0.313544,0.0846,0.0671,-0.031607,0.023208,NA,NA,NA,-1.3,0.791088623512107,NA
"458","SKYW",-0.014735,63.4,42.38,3030189690,15900,55.49,58.54,49452329.124,220257.2,193400.53,6.3309,0.44,"Sky West, Inc.",50919000,5.004878,4.159262,0.72409,-0.014735,0.310216,0.150396,0.000504,0.044035,0.061731,0.002021,0.00739371534195933,"2019-10-29","2019-09-27",9.4,1.21923266175391,"2019-09-27"
"459","SWKS",-0.049177,94.39,60.11,14076211940,9400,77.57,79.57,170994553.422,1645055.4,1870503.4,5.278,1.52,"Skyworks Solutions, Inc.",171703000,13.183607,1.107674,-0.143536,-0.049177,0.206298,-0.007386,0.131695,0.063432,0.081245,0.020922,0.0185411075872164,"2019-11-07","2019-08-26",15.53,1.46832501362361,NA
"460","SNBR",0.216907,52.08,30.44,1312790710,4220,39.89,43.19,28342174.973,446193,412028.07,2.3395,NA,"Sleep Number Corp.",29323000,4.336973,0.909823,0.159335,0.216907,0.399937,-0.062997,0.157147,0.004262,0.018194,0.043347,NA,"2019-10-23",NA,19.14,1.40032769561946,NA
"461","SLM",-0.183849,12.09,7.76,4052652500,1700,9.69,8.87,423837489.92,3640258.4,3173024.87,1.2527,0.06,"SLM Corp.",426595000,-0.725902,0.174603,-0.11453,-0.183849,0.113716,-0.110487,0.019313,0.147343,0.128266,0.021505,0.00631578947368421,"2019-10-23","2019-09-05",7.58,0.976208303202121,NA
"462","SLMBP",-0.199434,70.7,55.8,24145277000,NA,62.54,58,NA,23120,12188.8,NA,NA,"SLM Corp.",0,-0.339579,-0.090897,-0.048094,-0.199434,-0.040678,-0.162722,-0.079675,-0.028159,-0.024474,0.000353,NA,NA,NA,NA,0.0457130867604649,NA
"463","SGH",0.04461,35.1,16.93,713433710,1538,25.5,29.33,12617897.999,183247.6,168365.77,3.3421978,NA,"SMART Global Holdings, Inc.",23081000,0.524658,0.655019,0.655019,0.04461,-0.012144,0.247377,0.689071,0.101176,0.093772,-0.008341,NA,"2019-10-07",NA,9.25,1.43933542510938,NA
"464","SND",-0.391304,5.07,1.92,121477860,323,2.98,2.41,21850850.727,383718.6,392722.4,0.646,NA,"Smart Sand, Inc.",41319000,-0.647862,-0.647862,-0.653846,-0.391304,0.245763,-0.37045,0.092937,0.148438,0.361111,0.105263,NA,"2019-12-09",NA,4.55,1.18621854845391,NA
"465","SMBK",-0.068603,24.07,16.17,308779890,387,20.06,20.94,12617279.31,29091.5,33551.03,1.8092,NA,"SmartFinancial, Inc.",13953000,0.511594,1.148185,-0.086975,-0.068603,0.235623,0.093379,0.034596,0.07846,0.075839,0.081094,NA,"2019-11-04",NA,12.23,0.725512936828654,NA
"466","SMSI",1.208835,6.9,1.62,203230500,153,3.18,5.25,28772191.758,920174.7,870064.93,0.1693,NA,"Smith Micro Software, Inc.",36951000,0.436364,-0.466216,1.872727,1.208835,1.820513,1.208835,0.899827,-0.117175,-0.019608,-0.080268,NA,"2019-10-28",NA,32.49,0.889951723711922,NA
"467","SMTX",0.056818,5.98,2.58,78173010,3291,3.93,3.52,25903145.215,83398.1,60538.9,-0.0656,NA,"SMTC Corp.",28019000,-0.242,1.269461,1.960938,0.056818,-0.408898,-0.367347,-0.159639,-0.164671,-0.25,-0.044521,NA,"2019-10-31",NA,-42.53,1.0535257948391,NA
"468","SCKT",0.030837,2.8,1.35,14040000,56,2.14,2.39,4753206,6740.1,7023.5,-0.0134,NA,"Socket Mobile, Inc.",6e+06,-0.682667,0.859375,-0.420925,0.030837,0.481013,0.225131,0.021834,-0.008475,-0.033058,-0.004255,NA,"2019-10-24",NA,-174.63,0.670812848336007,NA
"469","GIGE",-0.049475,20.29,18.12,NA,NA,19.28,19.22,NA,1315.8,1279.9,NA,NA,"SoFi Gig Economy ETF",0,NA,NA,NA,-0.049475,-0.049475,-0.049475,-0.031075,0.0144,0.042026,0.008724,NA,NA,NA,NA,-0.144644302264647,NA
"470","SOHU",-0.364271,23.6,8.79,NA,8500,16.31,11.71,38152538.431198,468849.6,585614.37,-3.2936,NA,"Sohu.com Ltd.",NA,0.718157,-0.654621,-0.525686,-0.364271,-0.286275,-0.320171,-0.101551,0.122467,0.425056,0.041701,NA,"2019-11-11",NA,-3.87,1.42228157447249,NA
"471","SLRC",-0.035419,21.94,18.45,886213170,NA,20.73,20.53,39740300.394,63693.2,71389.6,1.6918,1.64,"Solar Capital Ltd.",42261000,0.192222,0.007512,-0.007859,-0.035419,0.080371,-0.035419,0.006238,0.016974,0.031988,0.013533,0.078206962327134,"2019-11-05","2019-09-18",12.4,0.338386731772343,"2019-09-18"
"472","SUNS",0.033768,17.56,14.5,279967800,NA,16.59,16.85,14148770.412,31367.5,32536.3,0.9194,1.41,"Solar Senior Capital Ltd.",16044000,-0.122959,0.051376,-0.036975,0.033774,0.138297,0.018092,0.079833,0.001728,0.075176,0.0116,0.0808022922636103,"2019-11-05","2019-09-19",18.98,0.356143022611907,"2019-09-19"
"473","SEDG",0.883848,89.43,32.42,3804580010,1737,51.76,73.19,45585881.88,1461999.1,1401737.8,2.381,NA,"SolarEdge Technologies, Inc.",47971000,1.119807,1.119807,1.733956,0.883848,1.193914,0.998236,0.401484,-0.05718,0.26069,0.055777,NA,"2019-10-31",NA,33.31,0.998536266993568,NA
"474","SLNO",-0.11,5.07,1.11,56591540,23,2.05,2.16,15664442.893,17422.8,26640.67,-0.6523,NA,"Soleno Therapeutics, Inc.",31793000,-0.895876,-0.895876,-0.438889,-0.11,-0.068063,-0.310078,-0.355072,-0.068063,-0.096447,0.034884,NA,"2019-11-13",NA,-2.73,0.481022304465797,NA
"475","SLNOW",-0.090909,1.8,0.03,4737157,NA,0.2043,0.114,NA,1260,1241.33,NA,NA,"Soleno Therapeutics, Inc.",0,-0.968253968253968,-0.968253968253968,-0.803921568627451,-0.0909090909090909,0,-0.523809523809524,-0.230769230769231,-0.0909090909090909,-0.5,0,NA,NA,NA,NA,-2.89367365501647,NA
"476","SLGL",0.261628,11.35,5.41,176959160,NA,7.61,9.03,6503983.062,21246.3,23096.4,-2.0346,NA,"Sol-Gel Technologies Ltd.",20387000,-0.485337,-0.485337,-0.485337,0.263067,0.368488,0.248549,0.012809,0.030219,-0.11237,0.074153,NA,"2019-11-13",NA,-4.27,0.366593862985994,NA
"477","SLDB",-0.765363,54.54,4.32,482989500,111,12.11,7.06,30299219.307,391053.4,589084.47,-2.7812,NA,"Solid Biosciences, Inc.",45999000,-0.39,-0.39,-0.39,-0.765363,-0.636929,0.006711,1.095808,0.129032,0.791809,-0.001901,NA,"2019-11-12",NA,-3.78,1.51441012655394,NA
"478","SNGX",-0.397838,2.2,0.65,18091360,14,0.9135,1.0709,17644354,85911.8,161741.23,-0.4879,NA,"Soligenix, Inc.",20300000,-0.997194,-0.963755,-0.727098,-0.397838,-0.071667,-0.09532,0.246434,-0.143077,-0.231724,-0.04172,NA,"2019-11-07",NA,-1.83,0.277341326293045,NA
"479","SNGXW",-0.266667,1.08,0.13,1938650,NA,0.3589,0.2254,NA,1010,2713.93,NA,NA,"Soligenix, Inc.",0,-0.153846153846154,-0.153846153846154,-0.175,-0.266666666666667,0.269230769230769,-0.175,1.35714285714286,0,0.65,0,NA,NA,NA,NA,-0.947986457463991,NA
"480","SOLY",1.911704,29,4.12,228142020,8,11.52,13.01,5662040.88,324793.7,512595.2,-1.049,NA,"Soliton, Inc. /Tx/",16089000,1.390144,1.390144,1.390144,1.911704,1.911704,1.283414,-0.147837,0.282098,0.207836,0.026049,NA,NA,NA,-13.52,-1.08348126393167,NA
"481","SONM",-0.693358,18.25,3.25,68606460,321,11.33,9.33,13313439.828,304158.3,166886.03,NA,NA,"Sonim Technologies, Inc.",20358000,NA,NA,NA,-0.693358,-0.693358,-0.693358,-0.790423,-0.560052,-0.64712,-0.103723,NA,"2019-11-27",NA,NA,-1.04643534306055,NA
"482","SNOA",-0.511111,25.2,4.84,8778000,254,7.21,6.4,1240883.35,4348.8,7265.83,-8.1936,NA,"Sonoma Pharmaceuticals, Inc.",1330000,-0.996853,-0.944221,-0.866615,-0.511111,-0.045139,-0.281046,0.018519,0.023256,0.083744,-0.000712,NA,"2019-11-07",NA,-0.81,0.951074136871764,NA
"483","SNOAW",-0.933333,0.45,0.01,23940,NA,0.1165,0.0198,NA,124790.2,56751.13,NA,NA,"Sonoma Pharmaceuticals, Inc.",0,-0.85,-0.85,-0.942307692307692,-0.933333333333333,2,-0.5,0.5,0.5,0,2,NA,NA,NA,NA,1.8195729467005,NA
"484","SONO",-0.000658,17.77,9.23,1615076750,1352,11.28,12.23,56291751.075,1892440.3,1859235.97,0.2396,NA,"Sonos, Inc.",106325000,-0.434957,-0.434957,-0.434957,-0.000658,0.457774,0.489216,0.307229,0.125185,0.50396,-0.001971,NA,"2019-11-14",NA,63.4,1.28341014304306,NA
"485","SPHS",-0.714286,2.95,0.71,22360580,6,1.024,0.9369,30171523.415,121431.2,128301.87,-0.0618,NA,"Sophiris Bio, Inc.",30217000,-0.965804,-0.724937,-0.652095,-0.714286,-0.166573,-0.327273,0.041813,-0.259926,-0.195652,-0.038961,NA,"2019-11-13",NA,-11.97,1.53083119259395,NA
"486","SORL",-0.234043,4.45,1.77,62547944,6459,3.15,3.35,7945557.995022,21122.4,28930.8,0.6386,NA,"SORL Auto Parts, Inc.",19304921,39.444444,0.209302,-0.044619,-0.234043,0.486239,0.041801,-0.021148,-0.003077,0.041801,0.009346,NA,"2019-11-13",NA,5.07,0.713651896228926,NA
"487","SRNE",-0.42891,6.5,1.8,315659390,382,2.86,2.34,94855384.737,968175.3,754791.03,-2.1609,NA,"Sorrento Therapeutics, Inc.",130979000,6.54,-0.533416,1.123944,-0.429586,-0.087121,-0.123636,-0.337912,0.047826,0.057018,0.004167,NA,"2019-11-06",NA,-1.12,2.20643094095614,NA
"488","SOHO",-0.091156,7.68,5.43,95002960,13,6.82,6.89,12356614.036,37101,29850.53,-0.6792,0.505,"Sotherly Hotels, Inc.",14222000,-0.284,0.02432,0.158576,-0.090476,0.164634,0.003754,-0.084247,-0.012555,-0.032562,-0.00963,0.0755988023952096,"2019-11-11","2019-09-12",-9.84,0.352201684809655,NA
"489","SOHOB",-0.015064,26.5,21.32,362661000,NA,25.11,25.31,NA,5621.7,6516.17,NA,NA,"Sotherly Hotels, Inc.",0,-0.01156,-0.01156,-0.014648,-0.015159,0.062496,0.011102,-0.030057,0.021635,0.02,0.00451,NA,NA,NA,NA,0.0389135312629229,NA
"490","SOHON",0.032271,27.26,24.85,368492020,NA,25.64,25.79,NA,4497,3552.1,NA,NA,"Sotherly Hotels, Inc.",0,NA,NA,NA,0.032271,0.032271,0.032271,0.003097,0.006214,0.002321,-0.003845,NA,NA,NA,NA,-0.0514065625042879,NA
"491","SOHOO",0.001581,25.89,20.57,360385480,NA,24.66,25.2,NA,22870.2,10022,NA,NA,"Sotherly Hotels, Inc.",0,0.007325,0.007325,0.007325,0.001972,0.139834,0.011165,-0.010832,-4e-06,0.008349,0.002634,NA,NA,NA,NA,0.0524208347766653,NA
"492","SFBC",-0.114178,40.25,32,90579800,119,34.47,34.92,2145001.512,255.7,1489.87,2.6828,0.56,"Sound Financial Bancorp, Inc.",2566000,1.111591,0.993829,0.104839,-0.114083,0.04728,0.010123,0.000108,0.00868,0.013312,-0.005527,0.0158640226628895,NA,"2019-08-07",13.16,0.0661914850776654,NA
"493","SMMC",0.013472,10.05,9.6,NA,NA,9.84,9.84,NA,110416.7,104279.69,NA,NA,"South Mountain Merger Corp.",0,NA,NA,NA,0.013472,0.013472,0.013472,0.013472,-0.012121,0.013472,-0.012121,NA,NA,NA,NA,-0.161326917777425,NA
"494","SMMCU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Mountain Merger Corp.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","SMMCW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Mountain Merger Corp.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","SPFI",-0.039526,18.7,15.82,305890830,684,17.2,16.9,10612217.875,10843.2,8592.67,NA,NA,"South Plains Financial, Inc. (Texas)",17983000,NA,NA,NA,-0.039526,-0.039526,-0.039526,-0.048125,0.04484,0.000588,0.053251,NA,"2019-11-27","2019-07-23",NA,0.0615785641751052,NA
"497","SSB",-0.056044,85.5,56.55,2639981880,2602,70.49,75.35,33389504.624,137589.4,134462.77,5.0716,1.49,"South State Corp.",34148000,1.359778,0.347888,-0.13508,-0.056044,0.274061,0.082773,0.071221,0.020594,0.039812,0.028879,0.0192730565256759,"2019-10-23","2019-08-08",15.24,0.929603219671711,NA
"498","SFST",0.00439,42.2,27.33,311238440,229,36.38,38.55,6928154.07,17228,15945.17,3.3314,NA,"Southern First Bancshares, Inc.",7558000,4.906068,1.766348,0.068085,0.00439,0.268248,0.165912,0.138513,0.087117,0.083684,0.030273,NA,"2019-10-22",NA,12.36,0.638302583420435,NA
"499","SMBC",-0.075433,39.99,29.92,332453310,470,33.62,33.42,7848861.307,14170.9,11303.97,3.1436,0.52,"Southern Missouri Bancorp, Inc.",9289000,4.545412,0.882254,-0.008899,-0.075433,0.068677,0.019368,0.091159,0.067721,0.074452,0.033497,0.0145291981000279,"2019-10-23","2019-08-14",11.39,0.637286001066738,NA
"500","SONA",-0.078052,17.25,12.87,379302240,348,14.89,15.1,19653481.584,39591.3,38289.7,1.3274,0.34,"Southern National Bancorp of Virginia, Inc.",24144000,0.093554,0.503448,-0.152222,-0.078052,0.16543,-0.00254,0.084945,0.048032,0.054362,0.022786,0.0216422660725652,"2019-10-24","2019-08-09",11.84,0.624782395739017,NA
"501","SBSI",-0.025833,37.21,29.28,1183577430,820,33.43,33.06,31881937.822,115795,101470.93,2.1906,1.21,"Southside Bancshares, Inc.",33749000,3.357812,0.505913,0.021012,-0.025833,0.092183,0.010954,0.076097,0.040653,0.065957,0.039727,0.0345024237239806,"2019-10-21","2019-08-21",16.01,0.888351348433398,NA
"502","SY",-0.395055,22.8,10.32,NA,862,14.77,13.94,NA,596207.2,497636.03,-0.093,NA,"So-Young International, Inc.",NA,0.113736,0.113736,0.113736,-0.395055,-0.395055,-0.395055,-0.139844,-0.290593,-0.206772,-0.028244,NA,"2019-11-27",NA,-118.39,-0.266828345908565,NA
