"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","DateMadePublic","OrigCompany","City","State","BreachType","OrgType","TotalRecords","BreachYear","Latitude","Longitude","MatchedCompanyName","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"11","TWOU","2U, Inc.",879,"$1.13B","2014","Technology","Computer Software: Prepackaged Software",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137018,316300,365900,331539,394300
"12","QFIN","360 Finance, Inc.",2658,"$1.43B","2018","Finance","Finance: Consumer Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","JOBS","51job, Inc.",2464,"$4.77B","2004","Technology","Diversified Commercial Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216132,287958,109786,43456,39720,105854,203392,110473,86852,120653,118955,71154.5,108252,160800
"14","JFK","8i Enterprises Acquisition Corp",2658,"$73.98M","2019","Finance","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","JFKKU","8i Enterprises Acquisition Corp",427,"$53.15M","2019","Finance","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","JFKKW","8i Enterprises Acquisition Corp",71,"$1.62M","2019","Finance","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","EGHT","8x8 Inc",1282,"$2.41B","n/a","Technology","EDP Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529549,545325,367790,153341,126805.5,251308,695788,545588.5,614911.5,770494.5,539780,524380.5,614113,704400
"18","JFU","9F Inc.",445,"$2.11B","2019","Finance","Finance: Consumer Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","AAON","AAON, Inc.",2046,"$2.5B","n/a","Capital Goods","Industrial Machinery/Components",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88239,118467,236097,375448,279699.5,180585.5,144554,116784.5,143215.5,165140,130929,111541,122568.5,182900
"20","ABEO","Abeona Therapeutics Inc.",315,"$75.95M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5890,125100,79959,435200,937900
"21","ABIL","Ability Inc.",165,"$5.31M","2014","Capital Goods","Telecommunications Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46861,21496,52523,100900
"22","ABMD","ABIOMED, Inc.",988,"$8.76B","n/a","Health Care","Medical/Dental Instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78754.5,100904,173984,242915,271286,178509.5,191480,472810,355160,286045.5,516848,405330,282957,387400
"23","AXAS","Abraxas Petroleum Corporation",131,"$87.92M","n/a","Energy","Oil & Gas Production",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315000,292700,177200,258381,212083,397921,1539930,886859.5,626829,2219597,1333018,856162,1276333,904200
"24","ACIU","AC Immune SA",2089,"$352.68M","2016","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142977,40551,NA
"25","ACIA","Acacia Communications, Inc.",2346,"$2.59B","2016","Technology","Semiconductors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126716,743371,421700
"26","ACTG","Acacia Research Corporation",1055,"$130.85M","n/a","Miscellaneous","Multi-Sector Companies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59908,181341,253047,141072,133938,241909.5,441120,436878,533412.5,444540.5,488691.5,390902.5,257420,226400
"27","ACHC","Acadia Healthcare Company, Inc.",1409,"$2.34B","n/a","Health Care","Medical Specialities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17051.5,116783.5,253527.5,318914.5,493617.5,736834.5,1052982,1048800
"28","ACAD","ACADIA Pharmaceuticals Inc.",1466,"$4B","1985","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29834,199750,290685,201535,291793.5,297359.5,256696,479746,1983718.5,1210145,1165350,1951119,1368558,1699800
"29","ACAM","Acamar Partners Acquisition Corp.",2649,"$375.86M","2019","Finance","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","ACST","Acasti Pharma, Inc.",350,"$154.62M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2067,22053.5,7626.5,6941,28053,193700
"31","AXDX","Accelerate Diagnostics, Inc.",922,"$1.03B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4700,3750,4200,3098,3096,6074,41150.5,15055,52535.5,137414.5,138500,235969.5,281109,235600
"32","XLRN","Acceleron Pharma Inc.",2004,"$2.37B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94835.5,207080,197987,287747,317924,298400
"33","ARAY","Accuray Incorporated",1061,"$235.9M","2007","Health Care","Medical/Dental Instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437022,567085,256264.5,277236,511681,460055,791515.5,688362,878655,520085.5,603809,637600
"34","ACRX","AcelRx Pharmaceuticals, Inc.",1029,"$185.08M","2011","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6636,13041,426421.5,541992.5,437925.5,238789.5,391387,316600
"35","ACER","Acer Therapeutics Inc.",1064,"$27.26M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,15,49,237.5,243,229,188.5,3024,1995.5,5346.5,4856.5,11366,23200
"36","ACHV","Achieve Life Sciences, Inc. ",361,"$16.11M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,572,983,612,6009.5,4533.5,2758,3528.5,5455.5,17377.5,25487.5,15987.5,20343,73300
"37","ACHN","Achillion Pharmaceuticals, Inc.",1884,"$607.66M","2006","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11618,19715,14010,19516,105572.5,549446,893590.5,1059491,3007850,2656400,1339525.5,1227396,1728400
"38","ACIW","ACI Worldwide, Inc.",1534,"$3.48B","n/a","Technology","Computer Software: Prepackaged Software",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635757,826761,1344294,1000587,623440.5,397636.5,576900,740976,669052.5,622382.5,471176.5,386679,412822,599000
"39","ACRS","Aclaris Therapeutics, Inc.",248,"$41.78M","2015","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59248.5,47178,234349.5,282400
"40","ACMR","ACM Research, Inc.",693,"$230.84M","2017","Technology","Industrial Machinery/Components",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200,33600
"41","ACNB","ACNB Corporation",1719,"$238.11M","n/a","Finance","Major Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1745,2226,2028.5,2176,1695,1728,2045,2440.5,2800,2848,1861,5273,6297.5,5000
"42","ACOR","Acorda Therapeutics, Inc.",1560,"$155.39M","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","November 24, 2009","ACORN","San Diego","California","Unintended Disclosure","Business Other",0,2009,32.715329,-117.157255,"Acorda Therapeutics, Inc.",NA,37045,252403,567945,420416,523171.5,497472,317625.5,327936.5,458152,543100,467208,612663,498100
"43","ACTT","Act II Global Acquisition Corp.",2651,"$370.5M","2019","Finance","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","ACTTW","Act II Global Acquisition Corp.",238,"$20.66M","2019","Finance","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","ATVI","Activision Blizzard, Inc",2144,"$38.81B","n/a","Technology","Computer Software: Prepackaged Software",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6569239,9786197,10477656,9950296,14249846.5,12095186,8641227,8097556,6633102.5,6543717.5,6323462,7228546.5,5628725.5,5995900
"46","ADMS","Adamas Pharmaceuticals, Inc.",2281,"$175.24M","2014","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48106.5,93643,207992.5,206000,718800
"47","ADMP","Adamis Pharmaceuticals Corporation",236,"$57.69M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2276.5,2506,1129.5,588,1882,4394,3076,4806,3653,67219.5,46400,146900,472312,584800
"48","ADAP","Adaptimmune Therapeutics plc",321,"$169.25M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197700,133045.5,196325,404400
"49","ADPT","Adaptive Biotechnologies Corporation",2150,"$7.1B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","ADUS","Addus HomeCare Corporation",2596,"$1.16B","2009","Health Care","Medical/Nursing Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48545,20658,18917,13968,110186.5,55191,60800.5,44105.5,31400,26900
"51","AEY","ADDvantage Technologies Group, Inc.",340,"$18.65M","n/a","Consumer Services","Office Equipment/Supplies/Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5700,31200,55800,14630,3803,9878.5,10352,7879,10187.5,27102,6700,7423,11676,10300
"52","IOTS","Adesto Technologies Corporation",383,"$306.72M","2015","Technology","Semiconductors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62600,27073,80636,93200
"53","ADIL","Adial Pharmaceuticals, Inc",326,"$16.9M","2018","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","ADMA","ADMA Biologics Inc",1892,"$265.74M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7989.5,9600,23791.5,29512,81500
"55","ADBE","Adobe Inc.",1506,"$138.11B","1986","Technology","Computer Software: Prepackaged Software","November 14, 2012","Adobe","San Jose","California","Hacking","Business Other",230,2012,37.339386,-121.894956,"Adobe Inc.",5304265,4766899,5937340,7182557,6957972,6915001.5,5599949.5,3638476,3138645,2943525,2376988,2045938.5,2081705,2747600
"56","ADBE","Adobe Inc.",1506,"$138.11B","1986","Technology","Computer Software: Prepackaged Software","September 25, 2017","Adobe","San Jose","California","Unintended Disclosure","Business Other",0,2017,37.338208,-121.886329,"Adobe Inc.",5304265,4766899,5937340,7182557,6957972,6915001.5,5599949.5,3638476,3138645,2943525,2376988,2045938.5,2081705,2747600
"57","ADTN","ADTRAN, Inc.",390,"$491M","1994","Public Utilities","Telecommunications Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946060,1113466,931351,979428,860105.5,1005207,958182,1105958,689926.5,557306,522815,325058.5,279459.5,532100
"58","ADRO","Aduro Biotech, Inc.",274,"$98.57M","2015","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267300,297777,359050,527100
"59","ADES","Advanced Emissions Solutions, Inc.",593,"$234.45M","n/a","Basic Industries","Major Chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38780,96367,157519
"60","AEIS","Advanced Energy Industries, Inc.",2164,"$1.98B","1995","Capital Goods","Industrial Machinery/Components",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403566,409499,528305,423927,269119.5,459171.5,433451,283459.5,328977,410115,266531,252091,361018,457300
"61","AMD","Advanced Micro Devices, Inc.",1653,"$34.14B","n/a","Technology","Semiconductors","January 13, 2013","Advanced Micro Devices (AMD), Nvidia","Sunnyvale","California","Insider","Online Retailer",0,2013,37.36883,-122.03635,"Advanced Micro Devices, Inc.",8542400,16912900,23650568,22302874,20013391,23639935.5,18919642,16978567.5,19524994,18151122.5,10115611,23358234,52473073,56471800
"62","AMD","Advanced Micro Devices, Inc.",1653,"$34.14B","n/a","Technology","Semiconductors","April 9, 2012","Intel, Advanced Micro Devices (AMD)","Hudson","Massachusetts","Insider","Online Retailer",0,2013,42.391736,-71.566139,"Advanced Micro Devices, Inc.",8542400,16912900,23650568,22302874,20013391,23639935.5,18919642,16978567.5,19524994,18151122.5,10115611,23358234,52473073,56471800
"63","ADXS","Advaxis, Inc.",90,"$6.35M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,26,32,28,50,556,147638,1076332.5,692880.5,545042,814100
"64","ADVM","Adverum Biotechnologies, Inc.",397,"$665.86M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105269,351650,199572,193368.5,1294314
"65","DWMC","AdvisorShares Dorsey Wright Micro-Cap ETF",1177,"$2.21M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","DWSH","AdvisorShares Dorsey Wright Short ETF",1491,"$30.55M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","BKCH","AdvisorShares Sabretooth ETF",1425,"$2.68M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","ACT","AdvisorShares Vice ETF",1265,"$13.21M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","AEGN","Aegion Corp",971,"$609.86M","n/a","Basic Industries","Water Supply",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250095,173862,197550,259186,190598,145258,168823,107900
"70","AGLE","Aeglea BioTherapeutics, Inc.",2438,"$225.45M","2016","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26777,46053,79900
"71","AEHR","Aehr Test Systems",291,"$30.23M","1997","Capital Goods","Electrical Products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3521.5,24202.5,8450,53410,27531.5,18178,10908,6695,12369,12843.5,9000,15757.5,76108,104100
"72","AMTX","Aemetis, Inc",205,"$16.25M","n/a","Basic Industries","Major Chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,1578.5,2000,1362.5,1700,3990,41585,22147.5,16177.5,23428,49100
"73","AERI","Aerie Pharmaceuticals, Inc.",1157,"$995.04M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79250,152042.5,428500,373055.5,385788,304300
"74","AVAV","AeroVironment, Inc.",2162,"$1.23B","2007","Capital Goods","Aerospace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106782,190186,200450.5,203751.5,177282,194156.5,176900,249456.5,136316,107734,175388,256100
"75","ARPO","Aerpio Pharmaceuticals, Inc.",191,"$29.63M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","AEZS","AEterna Zentaris Inc.",1020,"$36.83M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,49,70,35,166,1659,2428,2029.5,2692.5,7985,49002,150467,234375,155300
"77","AEMD","Aethlon Medical, Inc.",74,"$5.78M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40900,17516.5,40414.5,304300
"78","GNMX","Aevi Genomic Medicine, Inc.",45,"$11.81M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6300,29037,38227.5,40889.5,118281,104348.5,226628,143800
"79","AFMD","Affimed N.V.",1069,"$173.58M","2014","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40017,183434,141370.5,226616,446900
"80","AFYA","Afya Limited",1165,"$1.92B","2019","Consumer Services","Other Consumer Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","AGBA","AGBA Acquisition Limited",363,"$59.75M","2019","Finance","Business Services","August 14, 2014","AB Acquisition LLC","Boise","Idaho","Hacking","Healthcare",0,2014,39.185008,-77.310596,"AGBA Acquisition Limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","AGBAU","AGBA Acquisition Limited",375,"$60.41M","2019","Finance","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","AGEN","Agenus Inc.",1075,"$395.46M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37425,34005,32164,23571,134524,60997,47239,108181.5,173947.5,460740,1198700,1031789,899919,1488400
"84","AGRX","Agile Therapeutics, Inc.",261,"$65.23M","2014","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31843,47150,36229.5,176195,132300
"85","AGYS","Agilysys, Inc.",1449,"$645.15M","n/a","Technology","EDP Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167889,151102,319645,184863,96972,126546,124338,51436,32539,40064,29352.5,20275,37228,31700
"86","AGIO","Agios Pharmaceuticals, Inc.",1821,"$2.23B","2013","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123723,378143.5,557400,580809,419111,424533
"87","AGMH","AGM Group Holdings Inc.",864,"$372.6M","2018","Technology","EDP Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","AGNC","AGNC Investment Corp.",721,"$8.15B","2008","Consumer Services","Real Estate Investment Trusts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509879,749534.5,2175037.5,8980613,10558903.5,10051352,5770421,4149635.5,3382045.5,3596526,3469300
"89","AGNCB","AGNC Investment Corp.",1343,"$8.84B","n/a","Consumer Services","Real Estate Investment Trusts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43486.5,20460.5,15347.5,9500,11900
"90","AGNCN","AGNC Investment Corp.",1403,"$342680","n/a","Consumer Services","Real Estate Investment Trusts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101776,40600
"91","AGFS","AgroFresh Solutions, Inc.",322,"$83.34M","2014","Finance","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,122300,100984.5,120803,124500
"92","ALRN","Aileron Therapeutics, Inc.",190,"$20.3M","2017","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28450,18600
"93","AIMT","Aimmune Therapeutics, Inc.",1101,"$1.28B","2015","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166400,142801.5,273025,582200
"94","AIRT","Air T, Inc.",875,"$53.79M","n/a","Transportation","Air Freight/Delivery Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124502,21139,13629,15155,7828,9006.5,4010,2873.5,3078.5,5281,3900,1595,896,NA
"95","ATSG","Air Transport Services Group, Inc",1096,"$1.2B","n/a","Transportation","Air Freight/Delivery Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225003,347929,271043,245243,244872.5,365254,290026,168645,135740,134451.5,180000,223933.5,328208,451800
"96","AIRG","Airgain, Inc.",503,"$109.1M","2016","Technology","Radio And Television Broadcasting And Communications Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284272.5,97491,NA
"97","ANTE","AirNet Technology Inc.",234,"$11.7M","n/a","Technology","Advertising",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","AKAM","Akamai Technologies, Inc.",2603,"$14.61B","1999","Miscellaneous","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1589516,3402883,4066225,4754778,4394987,3979691,4120185,2581213.5,2073400,1652497,1423300,1672186,1698640,1432500
"99","AKTX","Akari Therapeutics Plc",1003,"$39.26M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,463.5,3654,2597,86148.5,128500
"100","AKCA","Akcea Therapeutics, Inc.",1136,"$1.96B","2017","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314681,263900
"101","AKBA","Akebia Therapeutics, Inc.",1868,"$490.91M","2014","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122790,243900,157937.5,297400,326100
"102","KERN","Akerna Corp.",2523,"$62.65M","2018","Technology","EDP Services","November 7, 2010","Aetna, Inc.",NA,"Connecticut","Unintended Disclosure","Healthcare",2345,2010,40.760537,-73.97889,"Akerna Corp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
