"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","DateMadePublic","OrigCompany","City","State","BreachType","OrgType","TotalRecords","BreachYear","Latitude","Longitude","MatchedCompanyName","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"21","ABIL","Ability Inc.",165,"$5.31M","2014","Capital Goods","Telecommunications Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66619.2,34787.8623481781,281850.661354582,172015.194029851
"22","ABMD","ABIOMED, Inc.",988,"$8.76B","n/a","Health Care","Medical/Dental Instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98070.453271028,122077.410358566,226816.470119522,307078.395256917,312506.531746032,227767.420634921,281330.90438247,630904.449799197,445411.428571429,354353.011904762,653607.412698413,493061.142857143,329108.426294821,420275.298507463
"23","AXAS","Abraxas Petroleum Corporation",131,"$87.92M","n/a","Energy","Oil & Gas Production",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549305.11627907,361816.733067729,227106.860557769,320208.003952569,325292.523809524,489434.412698413,1804906.02788845,1023307.952,804672.365079365,2496735.74603175,1481336.56746032,1072787.97619048,1597919.82071713,1064744.34328358
"24","ACIU","AC Immune SA",2089,"$352.68M","2016","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229650.507246377,60070.187250996,NA
"25","ACIA","Acacia Communications, Inc.",2346,"$2.59B","2016","Technology","Semiconductors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1483545.19875776,985022.93625498,517997.179104478
"26","ACTG","Acacia Research Corporation",1055,"$130.85M","n/a","Miscellaneous","Multi-Sector Companies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95307.1627906977,228229.645418327,314971.155378486,188305.015810277,188084.849206349,302125.992063492,516443.517928287,602336.988,742705.992063492,543486.412698413,602238.857142857,516740.73015873,389440.402390438,258548.28358209
"27","ACHC","Acadia Healthcare Company, Inc.",1409,"$2.34B","n/a","Health Care","Medical Specialities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83217.925,213751.076,298163.662698413,399304.78968254,631178.246031746,924750.464285714,1299702.09561753,1161107.04477612
"28","ACAD","ACADIA Pharmaceuticals Inc.",1466,"$4B","1985","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52744.7488372093,333272.143426295,630264.541832669,281691.383399209,1024299.30555556,496497.043650794,462027.71314741,1221477.872,2773278.17460317,1485539.93253968,1439072.54365079,2438438.62948207,1622158.41434263,2313995.76119403
"29","ACAM","Acamar Partners Acquisition Corp.",2649,"$375.86M","2019","Finance","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","ACST","Acasti Pharma, Inc.",350,"$154.62M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7327.6,34063.3015873016,21905.1587301587,85222.2991803279,210999.908,337663.597014925
"31","AXDX","Accelerate Diagnostics, Inc.",922,"$1.03B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7338.75598086124,7990,11314.5170940171,4370.11885245902,11216.4444444444,9779.17012448133,114041.714285714,31019.8353413655,80150.4246031746,176168.781746032,183631.444444444,268656.182539683,356108.581673307,254866.014925373
"32","XLRN","Acceleron Pharma Inc.",2004,"$2.37B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223686.263888889,278996.043650794,219846.666666667,330446.035714286,377256.988047809,317667.910447761
"33","ARAY","Accuray Incorporated",1061,"$235.9M","2007","Health Care","Medical/Dental Instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658247.502202643,709224.660079051,311640.75,333139.361111111,690886.09561753,558250.648,1128773.20238095,921915.992063492,1122010.42063492,618059.353174603,764487.219123506,908186.582089552
"34","ACRX","AcelRx Pharmaceuticals, Inc.",1029,"$185.08M","2011","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12796.8647342995,78069.3278008299,541039.277777778,718191.96031746,590910.353174603,301564.896825397,946198.258964143,437158.089552239
"35","ACER","Acer Therapeutics Inc.",1064,"$27.26M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54651162790698,21.4439655172414,28.1393442622951,127.219512195122,2057.29365079365,603.825396825397,656.772908366534,284.336,8883.42063492063,3652.94444444444,13599.5476190476,33377.4484126984,33884.2310756972,28071.1343283582
"36","ACHV","Achieve Life Sciences, Inc. ",361,"$16.11M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,931.33488372093,824.195219123506,2526.27490039841,2258.88492063492,12632.7103174603,7105.98412698413,3947.72509960159,6226.352,7409.28571428571,22982.503968254,44473.3134920635,37313.2698412698,87538,375901.343283582
"37","ACHN","Achillion Pharmaceuticals, Inc.",1884,"$607.66M","2006","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34605.6086956522,42217.7131474104,34370.4940711462,99941.9880478088,223837.531746032,734889.231075697,1226117.776,1689732.12698413,5190584.06746032,3364449.01587302,1566474.47222222,1784280.89243028,2099917.71641791
"38","ACIW","ACI Worldwide, Inc.",1534,"$3.48B","n/a","Technology","Computer Software: Prepackaged Software",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724749.613953488,992817.812749004,1606913.91633466,1157273.38339921,730852.107142857,449964.714285714,679045.458167331,900350.424,802127.642857143,733597.996031746,550832.476190476,453376,464063.083665339,657507.71641791
"39","ACRS","Aclaris Therapeutics, Inc.",248,"$41.78M","2015","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101788.433333333,97508.8492063492,291036.772,319730.462686567
"40","ACMR","ACM Research, Inc.",693,"$230.84M","2017","Technology","Industrial Machinery/Components",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41049.4102564103,74530.0298507463
"41","ACNB","ACNB Corporation",1719,"$238.11M","n/a","Finance","Major Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3056.27428571429,3637.44600938967,3752.77727272727,3649.65566037736,2916.296875,4009.91666666667,3584.27906976744,4188.1,4106.43621399177,3990.69327731092,2846.59071729958,7718.73306772908,8095.05241935484,5864.58208955224
"42","ACOR","Acorda Therapeutics, Inc.",1560,"$155.39M","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","November 24, 2009","ACORN","San Diego","California","Unintended Disclosure","Business Other",0,2009,32.715329,-117.157255,"Acorda Therapeutics, Inc.",NA,986546.413333333,333199.585657371,764174.916996047,714672.450199203,674143.821428571,695219.77689243,406283.764,381377.329365079,570857.376984127,675130.714285714,562241.075396825,882640.916334661,690095.52238806
"43","ACTT","Act II Global Acquisition Corp.",2651,"$370.5M","2019","Finance","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","ACTTW","Act II Global Acquisition Corp.",238,"$20.66M","2019","Finance","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","ATVI","Activision Blizzard, Inc",2144,"$38.81B","n/a","Technology","Computer Software: Prepackaged Software",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8296466.60465116,11074877.3625498,11463333.0398406,11034882.5533597,15842471.2777778,13879524.1547619,9873594.94422311,9418342.564,8061086.48412698,7383981.4484127,7770678.01587302,8297807.00793651,6553476.972,6813698.1641791
"46","ADMS","Adamas Pharmaceuticals, Inc.",2281,"$175.24M","2014","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93330.2663043478,171932.297619048,234289.797619048,550121.155378486,1039104.62686567
"47","ADMP","Adamis Pharmaceuticals Corporation",236,"$57.69M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3595.62301587302,5972.40322580645,2866.1875,2602.98453608247,3603.36036036036,6379.03571428571,4740.6015936255,7064.408,9517.60956175299,112465.78968254,92178.7896825397,341687.186507937,725348.139442231,745327.462686567
"48","ADAP","Adaptimmune Therapeutics plc",321,"$169.25M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330125.347305389,174447.158730159,258436.61752988,635707.507462687
"49","ADPT","Adaptive Biotechnologies Corporation",2150,"$7.1B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","ADUS","Addus HomeCare Corporation",2596,"$1.16B","2009","Health Care","Medical/Nursing Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111653.5,39437.0358565737,26284.3944223108,22112.310483871,138942.047619048,74549.2063492063,75174.8571428571,58010.8650793651,38535.5458167331,39563.4776119403
"51","AEY","ADDvantage Technologies Group, Inc.",340,"$18.65M","n/a","Consumer Services","Office Equipment/Supplies/Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33451.5789473684,82201.593625498,80696.1155378486,28773.9563492063,7979.10288065844,16364.1825396825,16084.5261044177,12655.75,16618.94,39705.5515873016,12691.7148594378,16319.7928286853,26400.6812749004,17546.6417910448
"52","IOTS","Adesto Technologies Corporation",383,"$306.72M","2015","Technology","Semiconductors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117993,49280.4087301587,129029.90438247,107419.014925373
"53","ADIL","Adial Pharmaceuticals, Inc",326,"$16.9M","2018","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","ADMA","ADMA Biologics Inc",1892,"$265.74M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12910.8529411765,15411.8007968127,37096.9642857143,70225.9322709163,114762.059701493
"55","ADBE","Adobe Inc.",1506,"$138.11B","1986","Technology","Computer Software: Prepackaged Software","November 14, 2012","Adobe","San Jose","California","Hacking","Business Other",230,2012,37.339386,-121.894956,"Adobe Inc.",6379119.56746032,5622695.7250996,6742761.21912351,7810257.79051383,7531465.61111111,9129216.65873016,6310085.98809524,4094832.648,3599343.00396825,3361908.48809524,2798925.70634921,2459715.41666667,2435829.16733068,3090063.10447761
"56","ADBE","Adobe Inc.",1506,"$138.11B","1986","Technology","Computer Software: Prepackaged Software","September 25, 2017","Adobe","San Jose","California","Unintended Disclosure","Business Other",0,2017,37.338208,-121.886329,"Adobe Inc.",6379119.56746032,5622695.7250996,6742761.21912351,7810257.79051383,7531465.61111111,9129216.65873016,6310085.98809524,4094832.648,3599343.00396825,3361908.48809524,2798925.70634921,2459715.41666667,2435829.16733068,3090063.10447761
"57","ADTN","ADTRAN, Inc.",390,"$491M","1994","Public Utilities","Telecommunications Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1263394,1294555.13545817,1094561.56972112,1243360.1541502,1038517.57142857,1198927.01984127,1183593.8685259,1375239.424,825159.503968254,684216.551587302,645553.126984127,417276.206349206,342364.156,600987.313432836
"58","ADRO","Aduro Biotech, Inc.",274,"$98.57M","2015","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410463.901098901,377123.817460317,416637.868525896,597515.28358209
"59","ADES","Advanced Emissions Solutions, Inc.",593,"$234.45M","n/a","Basic Industries","Major Chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57523.2195121951,122573.100401606,159979.439393939
"60","AEIS","Advanced Energy Industries, Inc.",2164,"$1.98B","1995","Capital Goods","Industrial Machinery/Components",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529654.613953488,459654.25498008,657685.099601594,491636.612648221,311451.686507937,567441.432539682,540352.151394422,325145.536,385771.746031746,471607.619047619,316484.615079365,277547.091269841,419649.258964143,463881.791044776
"61","AMD","Advanced Micro Devices, Inc.",1653,"$34.14B","n/a","Technology","Semiconductors","January 13, 2013","Advanced Micro Devices (AMD), Nvidia","Sunnyvale","California","Insider","Online Retailer",0,2013,37.36883,-122.03635,"Advanced Micro Devices, Inc.",9873144.44444444,19224828.685259,26730349.8565737,23661656.6561265,23425981.8849206,25722236.3293651,21893704.9325397,20694766.348,25092046.9960317,23726671.3809524,13666990.781746,29739745.6666667,64231768.9920319,63481158.0597015
"62","AMD","Advanced Micro Devices, Inc.",1653,"$34.14B","n/a","Technology","Semiconductors","April 9, 2012","Intel, Advanced Micro Devices (AMD)","Hudson","Massachusetts","Insider","Online Retailer",0,2013,42.391736,-71.566139,"Advanced Micro Devices, Inc.",9873144.44444444,19224828.685259,26730349.8565737,23661656.6561265,23425981.8849206,25722236.3293651,21893704.9325397,20694766.348,25092046.9960317,23726671.3809524,13666990.781746,29739745.6666667,64231768.9920319,63481158.0597015
"63","ADXS","Advaxis, Inc.",90,"$6.35M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81052631578947,6.66028708133971,6.69098712446352,7.45273631840796,51.0126582278481,52.5912698412698,40.9325396825397,73.736,60959.2669322709,277773,1442087.99603175,856241.206349206,704671.645418327,1101953.7761194
"64","ADVM","Adverum Biotechnologies, Inc.",397,"$665.86M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197470.411214953,514441.611111111,260337.55952381,285670.166666667,1473974.04545455
"65","DWMC","AdvisorShares Dorsey Wright Micro-Cap ETF",1177,"$2.21M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","DWSH","AdvisorShares Dorsey Wright Short ETF",1491,"$30.55M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","BKCH","AdvisorShares Sabretooth ETF",1425,"$2.68M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","ACT","AdvisorShares Vice ETF",1265,"$13.21M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","AEGN","Aegion Corp",971,"$609.86M","n/a","Basic Industries","Water Supply",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299874.511111111,202859.668,235969.543650794,298592.087301587,231401.448412698,164427.154761905,201372.517928287,132559.955223881
"70","AGLE","Aeglea BioTherapeutics, Inc.",2438,"$225.45M","2016","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56550.7807486631,65568.2629482072,90673.3582089552
"71","AEHR","Aehr Test Systems",291,"$30.23M","1997","Capital Goods","Electrical Products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8270.78947368421,41103.9435483871,15763.9836734694,82465.8577075099,45110.0992063492,28910.4047619048,28201.9591836735,12600.1397379913,25216.9125,20184.2338709677,14857.0963855422,50766.468,180394.211155378,155241.731343284
"72","AMTX","Aemetis, Inc",205,"$16.25M","n/a","Basic Industries","Major Chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653.826923076923,3091.85344827586,3789.125,4406.55855855856,3519.92274678112,6546.23140495868,66541.1422764228,29563.9285714286,31805.2936507937,50030.3266932271,1139346.67164179
"73","AERI","Aerie Pharmaceuticals, Inc.",1157,"$995.04M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173422.5,210090.119047619,833032.03968254,581320.912698413,498480.93625498,364926.208955224
"74","AVAV","AeroVironment, Inc.",2162,"$1.23B","2007","Capital Goods","Aerospace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168272.631799163,232497.387351779,303666.73015873,307628.658730159,248236.537848606,231865.22,230629.246031746,320507.464285714,168455.03968254,139631.952380952,271228.816733068,336711.656716418
"75","ARPO","Aerpio Pharmaceuticals, Inc.",191,"$29.63M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","AEZS","AEterna Zentaris Inc.",1020,"$36.83M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.0418604651163,71.2151394422311,88.5657370517928,49.6284584980237,642.861111111111,3636.5753968254,3253.02390438247,3823.068,7120.93650793651,13101.869047619,458453.611111111,328542.325396825,1029275.89641434,435884.701492537
"77","AEMD","Aethlon Medical, Inc.",74,"$5.78M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74181.3223140496,27472.6904761905,243774.944,509956.597014925
"78","GNMX","Aevi Genomic Medicine, Inc.",45,"$11.81M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12762.8867924528,54372.9632653061,65665.3492063492,64087.2896825397,157255.984126984,137068.055555556,459234.537848606,206269.328358209
"79","AFMD","Affimed N.V.",1069,"$173.58M","2014","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102457.545454545,242817.043650794,194664.075396825,298645.103585657,787678.925373134
"80","AFYA","Afya Limited",1165,"$1.92B","2019","Consumer Services","Other Consumer Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","AGBA","AGBA Acquisition Limited",363,"$59.75M","2019","Finance","Business Services","August 14, 2014","AB Acquisition LLC","Boise","Idaho","Hacking","Healthcare",0,2014,39.185008,-77.310596,"AGBA Acquisition Limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","AGBAU","AGBA Acquisition Limited",375,"$60.41M","2019","Finance","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","AGEN","Agenus Inc.",1075,"$395.46M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53528.4651162791,57923.6215139442,76911.8844621514,42927.9881422925,321040.801587302,184139.76984127,78388.3545816733,175177.184,366682.706349206,729506.591269841,1653867.1547619,1152815.80555556,1160853.14342629,1647630.14925373
"84","AGRX","Agile Therapeutics, Inc.",261,"$65.23M","2014","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97186.7727272727,68993.6944444444,64839.6111111111,414703.019920319,197428.567164179
